,Input,Input,Input,Input,Input,Input,Input,Input,Input,Output
2/7/2000 12:00,9.85,9.98,10.41,10.4,9.92,9.99,34.99,136,813.57,645.599998
2/7/2000 13:00,9.87,9.97,10.43,10.39,9.89,9.99,35,136,820,642.654541
2/7/2000 14:00,9.89,9.97,10.44,10.36,9.87,10,35,136,778.53,640.799999
2/7/2000 15:00,9.91,9.98,10.46,10.28,9.86,10,35,136,786.12,642.800003
2/7/2000 16:00,9.91,9.97,10.28,10.24,9.87,9.98,35,136,792.39,640.145458
2/7/2000 17:00,9.9,9.94,10.15,10.21,9.88,9.98,35,136,812.45,644.072721
2/7/2000 18:00,9.9,9.95,10.21,10.18,9.9,10.03,35,137,809.97,640.600001
2/7/2000 19:00,9.91,9.95,10.23,10.23,9.91,10.07,35,136,828.97,641.900009
2/7/2000 20:00,9.89,9.93,10.21,10.25,9.91,10.05,35,136,874.37,644.181824
2/7/2000 21:00,9.9,9.93,10.2,10.29,9.89,10.04,35,136,816.94,639.818182
2/7/2000 22:00,9.93,9.95,10.24,10.34,9.86,10.07,35,136,780.88,641.299998
2/7/2000 23:00,9.94,9.96,10.25,10.36,9.85,10.07,35.01,136,805.29,636.800003
2/8/2000 0:00,9.96,9.95,10.25,10.37,9.85,10.08,35,136,786.36,636.327287
2/8/2000 1:00,9.98,9.95,10.27,10.37,9.86,10.07,35,135,853.11,639.200012
2/8/2000 2:00,9.94,9.89,10.19,10.26,9.88,10.01,35.01,136,804.57,634.690907
2/8/2000 3:00,9.96,9.9,10.18,10.26,9.88,10,34.99,136,819.66,645.272733
2/8/2000 4:00,9.97,9.9,10.17,10.25,9.89,10,35,137,854.09,640.200002
2/8/2000 5:00,10.01,9.97,10.24,10.27,9.86,10.08,35,136,761.63,637.399994
2/8/2000 6:00,10.06,10.03,10.35,10.31,9.85,10.12,35,136,842.58,638.945457
2/8/2000 7:00,10.07,10.04,10.38,10.33,9.85,10.12,35,136,797.37,637.200001
2/8/2000 8:00,10.04,9.98,10.32,10.31,9.84,10.06,35,136,876.42,640.363631
2/8/2000 9:00,10.07,10.01,10.33,10.34,9.85,10.07,35,137,844.05,637.499995
2/8/2000 10:00,10.1,10.02,10.35,10.38,9.87,10.08,35.01,136,796.5,635.018188
2/8/2000 11:00,10.12,10.01,10.34,10.39,9.88,10.13,35,136,846.42,641.900004
2/8/2000 12:00,10.11,9.92,10.23,10.35,9.87,9.94,35,137,807.43,637
2/8/2000 13:00,10.18,10.03,10.27,10.37,9.85,10.07,35,136,803.23,640.363625
2/8/2000 14:00,10.25,10.29,10.3,10.42,9.82,10.18,35,136,839.15,638.399999
2/8/2000 15:00,9.97,10.31,10.16,10.41,9.81,10.14,35,137,833.29,634.399999
2/8/2000 16:00,9.93,10.29,10.16,10.36,9.81,10.1,35,136,834.96,637.100006
2/8/2000 17:00,10.04,10.45,10.36,10.44,9.84,10.23,35,136,775.23,637.090909
2/8/2000 18:00,10.25,10.69,10.39,10.56,9.87,10.37,35,137,815.86,633.899989
2/8/2000 19:00,10.31,10.83,10.46,10.62,9.86,10.38,35.01,136,849.52,632.599996
2/8/2000 20:00,9.94,10.46,9.97,10.37,9.87,10.08,35.01,137,782.27,630.872731
2/8/2000 21:00,9.79,10.15,10.01,10.33,9.86,10.14,35,136,834.58,633.5
2/8/2000 22:00,9.81,10.16,10.23,10.31,9.85,10.17,35,136,805.7,633.600001
2/8/2000 23:00,9.77,10.12,10.15,10.24,9.84,10.18,35,137,857.7,635.45454
2/9/2000 0:00,9.76,10.11,10.18,10.21,9.85,10.13,35.01,136,856.68,629.127275
2/9/2000 1:00,9.75,10.1,10.28,10.19,9.89,10.1,35,136,787.92,631.300008
2/9/2000 2:00,9.75,10.08,10.26,10.18,9.9,10.09,35,136,877.99,636.109081
2/9/2000 3:00,9.74,10.08,10.07,10.16,9.91,10.1,35,137,870.83,631.900004
2/9/2000 4:00,9.72,10.09,10.09,10.16,9.92,10.12,34.99,136,786.34,638.181818
2/9/2000 5:00,9.72,10.09,10.16,10.15,9.89,10.14,35.01,137,865.27,634.5
2/9/2000 6:00,9.72,10.09,10.19,10.19,9.89,10.15,35,136,785.87,633.818176
2/9/2000 7:00,9.72,10.07,10.19,10.2,9.87,10.14,35,137,776.41,634.800003
2/9/2000 8:00,9.72,10.01,10.17,10.16,9.89,10.08,35,136,842.82,634.700007
2/9/2000 9:00,9.72,9.97,10.14,10.12,9.89,10.07,34.99,137,820.09,640.036366
2/9/2000 10:00,9.73,10.06,10.27,10.23,9.94,10.11,35.01,136,847.63,633.399999
2/9/2000 11:00,9.73,10.08,10.33,10.4,9.93,10.06,35,136,752.11,634.500005
2/9/2000 12:00,9.73,10.06,10.1,10.48,9.93,10.1,35,137,774.75,635.781816
2/9/2000 13:00,9.72,10.01,10.02,10.43,9.9,10.12,35.01,136,856.69,633.799998
2/9/2000 14:00,9.74,10,10.12,10.39,9.87,10.08,34.99,136,780.6,641.345459
2/9/2000 15:00,9.76,10.13,10.11,10.35,9.85,10.05,35,137,874.27,636.999995
2/9/2000 16:00,9.85,10.24,10.17,10.49,9.83,10.1,35.01,136,812.31,629.236361
2/9/2000 17:00,9.98,10.08,9.98,10.4,9.88,10.05,34.99,136,812.47,642.299998
2/9/2000 18:00,10,10.08,10.05,10.31,9.87,9.99,35.01,137,860.29,631.96364
2/9/2000 19:00,10.02,10.09,10.09,10.25,9.88,10.01,35,136,773.16,634.99999
2/9/2000 20:00,10.03,10.11,10.11,10.21,9.91,10.04,35,136,833.21,635.300003
2/9/2000 21:00,10,10.07,10.11,10.17,9.9,10.02,35,137,798.68,631.299998
2/9/2000 22:00,9.96,10.04,10.08,10.14,9.88,10,35,136,848.67,635.300003
2/9/2000 23:00,9.97,10.09,10.18,10.16,9.89,10.06,35.01,136,802.62,635.127269
2/10/2000 0:00,9.87,10.01,10.1,10.1,9.89,9.98,34.99,137,809.01,640.254544
2/10/2000 1:00,9.88,10.05,10.16,10.1,9.92,10.03,35,136,873.22,643.96364
2/10/2000 2:00,9.89,10.11,10.26,10.08,9.93,10.11,35.01,136,788.24,631.700007
2/10/2000 3:00,9.79,10,10.08,10.04,9.94,10.01,34.99,137,815.21,640.600001
2/10/2000 4:00,9.77,10.02,10.06,10.05,9.94,10.01,35.01,136,771.46,638.899999
2/10/2000 5:00,9.76,10.05,10.12,10.11,9.91,10.05,35,136,785.44,639.600003
2/10/2000 6:00,9.73,10,10.05,10.15,9.91,9.98,35,136,840.17,639.163641
2/10/2000 7:00,9.73,10.02,10.09,10.14,9.88,10.02,35,137,818.69,636.899999
2/10/2000 8:00,9.73,9.98,10.02,10.14,9.91,10,35,136,807.95,639.299998
2/10/2000 9:00,9.73,10,10.11,10.15,9.9,10.08,35,137,851.93,637.50001
2/10/2000 10:00,9.73,10.04,10.18,10.13,9.94,10.1,34.99,136,822.46,641.345453
2/10/2000 11:00,9.73,10.09,10.26,10.28,9.93,10.09,35.01,137,849.6,644.5
2/10/2000 12:00,9.73,10.08,10.33,10.39,9.87,10.12,35.01,137,852.32,631.800003
2/10/2000 13:00,9.73,10.05,10.18,10.4,9.91,10.07,35,136,824.11,637.799998
2/10/2000 14:00,9.73,10.04,10.07,10.41,9.87,10,35,137,882.88,635.018183
2/10/2000 15:00,9.74,10.03,10.18,10.3,9.86,9.98,35,137,836.94,636.109092
2/10/2000 16:00,9.75,10.02,10.23,10.26,9.86,10.01,35,136,821.71,636.218184
2/10/2000 17:00,9.76,10.02,10.26,10.25,9.89,10.01,35.01,137,819.81,633.599987
2/10/2000 18:00,9.77,10.01,10.27,10.25,9.91,10.01,35,137,803.11,639.272733
2/10/2000 19:00,9.77,10,10.27,10.26,9.9,10,35.01,136,871.99,635.899999
2/10/2000 20:00,9.79,10.01,10.29,10.34,9.9,10.02,35,137,833.4,632.200002
2/10/2000 21:00,9.83,10.02,10.24,10.36,9.89,10.05,35,137,801.46,633.490911
2/10/2000 22:00,9.82,9.99,10.17,10.26,9.87,10.03,35,136,783.8,632.290905
2/10/2000 23:00,9.84,10.03,10.23,10.22,9.86,10.07,35,137,886.01,629.563643
2/11/2000 0:00,9.8,9.99,10.18,10.2,9.88,10.04,35,136,866.15,633.490911
2/11/2000 1:00,9.83,10.06,10.27,10.2,9.91,10.13,35,137,793.41,633.199997
2/11/2000 2:00,9.82,10.06,10.36,10.14,9.92,10.12,35,137,837.1,636
2/11/2000 3:00,9.73,9.96,10.25,10.08,9.94,9.99,35,136,804.48,633.818176
2/11/2000 4:00,9.72,9.94,10.26,10.07,9.93,9.99,34.99,137,804.74,635.299993
2/11/2000 5:00,9.73,9.94,10.27,10.07,9.93,10.01,35,137,821.34,634.581815
2/11/2000 6:00,9.73,9.94,10.27,10.06,9.92,10.03,35,137,818.69,636.436363
2/11/2000 7:00,9.73,9.94,10.26,10.04,9.91,10.04,35,136,894.5,638.100006
2/11/2000 8:00,9.73,9.93,10.26,10.04,9.93,10.05,35,137,820.33,633.709084
2/11/2000 9:00,9.73,9.94,10.29,10.05,9.92,10.06,34.99,137,814.37,638.299998
