ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Cooling Outdoor Air Flow Rate,9
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Cooling Supply Air Flow Rate,5
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Heating Outdoor Air Flow Rate,10
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Heating Supply Air Flow Rate,7
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,No Cooling Supply Air Flow Rate,6
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,No Heating Supply Air Flow Rate,8
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,No Load Outdoor Air Flow Rate,11
ZoneHVAC:UNITHEATER,Maximum Hot Water or Steam Flow Rate,12
ZoneHVAC:UNITHEATER,Maximum Supply Air Flow Rate,7
ZoneHVAC:UNITVENTILATOR,Maximum Outdoor Air Flow Rate,7
ZoneHVAC:UNITVENTILATOR,Maximum Supply Air Flow Rate,3
ZoneHVAC:UNITVENTILATOR,Minimum Outdoor Air Flow Rate,5
ZoneHVAC:VENTILATEDSLAB,Maximum Air Flow Rate,5
ZoneHVAC:VENTILATEDSLAB,Maximum Outdoor Air Flow Rate,9
ZoneHVAC:VENTILATEDSLAB,Minimum Outdoor Air Flow Rate,7
ZoneHVAC:WATERTOAIRHEATPUMP,Cooling Outdoor Air Flow Rate,10
ZoneHVAC:WATERTOAIRHEATPUMP,Cooling Supply Air Flow Rate,7
ZoneHVAC:WATERTOAIRHEATPUMP,Heating Outdoor Air Flow Rate,11
ZoneHVAC:WATERTOAIRHEATPUMP,Heating Supply Air Flow Rate,8
ZoneHVAC:WATERTOAIRHEATPUMP,Maximum Supply Air Temperature from Supplemental Heater,25
ZoneHVAC:WATERTOAIRHEATPUMP,No Load Outdoor Air Flow Rate,12
ZoneHVAC:WATERTOAIRHEATPUMP,No Load Supply Air Flow Rate,9
ZoneHVAC:WINDOWAIRCONDITIONER,Maximum Outdoor Air Flow Rate,4
ZoneHVAC:WINDOWAIRCONDITIONER,Maximum Supply Air Flow Rate,3
